Producto,Precio_Soles,Marca,Categoria,Conectividad_WIFI
Team Group T-Force Night Hawk White RGB DDR4 3200 PC4-25600 16GB 2x8 CL16,364.46,Team Group,Memorias RAM,No
Team Group Delta TUF Gaming RGB DDR4 3200 PC4-25600 32GB 2x16GB CL16,805.95,Team Group,Memorias RAM,No
Team Group Delta RGB DDR4 2400 PC4-19200 16GB CL15,303.75,Team Group,Memorias RAM,No
Team Group Delta White RGB DDR4 3000 PC4-24000 8GB 2x4GB CL16,251.1,Team Group,Memorias RAM,No
Team Group Xtreem ARGB DDR4 3200 PC4-25600 16GB 2x8GB CL16,400.95,Team Group,Memorias RAM,No
Team Group T-Force Dark Z DDR4 3000MHz PC4-24000 32GB 2x16GB CL16 Rojo,490.05,Team Group,Memorias RAM,No
Team Group Delta RGB DDR4 3200 PC4-25600 32GB 2x16GB CL16,589.8,Team Group,Memorias RAM,No
Team Group T-Force Vulcan Z DDR4 3200MHz PC4-25600 16GB CL16 Gris,238.95,Team Group,Memorias RAM,No
Team Group T-Force Vulcan Z DDR4 3200MHz PC4-25600 32GB 2x16GB CL16 Gris,486.0,Team Group,Memorias RAM,No
Team Group T-Force Vulcan Z DDR4 3000Mhz PC4-24000 16GB 2x8GB CL16 Gris,271.35,Team Group,Memorias RAM,No
Team Group Delta RGB DDR4 2666 PC4-21300 8GB CL15,584.94,Team Group,Memorias RAM,No
Thermaltake DDR4 2400 PC4-19200 8GB CL17,174.07,Thermaltake,Memorias RAM,No
Thermaltake WaterRam RGB Liquid Cooling Memory DDR4 3200 PC4-25600 16GB 2x8GB CL16,967.95,Thermaltake,Memorias RAM,No
Thermaltake Toughram White RGB DDR4 3600 2x8GB 16GB CL18,513.5,Thermaltake,Memorias RAM,No
Thermaltake Toughram RGB DDR4 4000 16GB 2x8GB CL19,735.4,Thermaltake,Memorias RAM,No
Thermaltake Toughram RGB DDR4 4600 16GB 2x8GB CL19,927.98,Thermaltake,Memorias RAM,No
Thermaltake Toughram Z-One RGB DDR4 3200 2x8GB 16GB CL16,364.46,Thermaltake,Memorias RAM,No
Thermaltake Toughram Z-One DDR4 3200MHz PC4-25600 16GB 2x8GB CL16,400.95,Thermaltake,Memorias RAM,No
Thermaltake Toughram RGB DDR4 3000 2x8GB 16GB CL16,560.8,Thermaltake,Memorias RAM,No
Thermaltake Toughram Z-One RGB DDR4 3600 16GB 2x8GB CL18,481.95,Thermaltake,Memorias RAM,No
Thermaltake Toughram RGB DDR4 4400 16GB 2x8GB CL19,789.3,Thermaltake,Memorias RAM,No
Thermaltake Toughram RGB DDR4 3200 2x8GB 16GB CL16,400.91,Thermaltake,Memorias RAM,No
Thermaltake Toughram Z-One DDR4 3600MHz PC4-28800 16GB 2x8GB CL18,441.45,Thermaltake,Memorias RAM,No
Thermaltake Toughram White RGB DDR4 4000 16GB 2x8GB CL19,707.62,Thermaltake,Memorias RAM,No
Thermaltake Toughram White RGB DDR4 4400 16GB 2x8GB CL19,724.95,Thermaltake,Memorias RAM,No
Thermaltake WaterRam RGB Liquid Cooling Memory DDR4 3200 PC4-25600 32GB 4x8GB CL16,1170.45,Thermaltake,Memorias RAM,No
Thermaltake Toughram White RGB DDR4 3200 2x8GB 16GB CL16,491.47,Thermaltake,Memorias RAM,No
Thermaltake Toughram RGB DDR4 3600 16GB 2x8GB CL18,486.0,Thermaltake,Memorias RAM,No
Transcend JetRam SODIMM DDR4 2400 4GB CL17,192.01,Transcend,Memorias RAM,No
Transcend JetRam DDR4 2666MHZ 8GB CL19,333.4,Transcend,Memorias RAM,No
V7 V7192008GBD-SR DDR4 2400 PC4-19200 8GB CL17,163.17,V7,Memorias RAM,No
V7 V753002GBD DDR2 667 PC2-5300 2GB CL5,50.58,V7,Memorias RAM,No
V7 V764002GBD DDR2 800 PC2-6400 2GB CL6,53.26,V7,Memorias RAM,No
V7 V7213008GBD-SR DDR4 2666 PC4-21300 8GB,128.18,V7,Memorias RAM,No
V7 V7128004GBD-DR DDR3 1600 PC3-12800 4GB CL11,104.61,V7,Memorias RAM,No
V7 V7192004GBD DDR4 2400 PC4-19200 4GB CL17,113.76,V7,Memorias RAM,No
V7 V7106004GBD DDR3 1333 PC3-10600 4GB CL9,102.06,V7,Memorias RAM,No
Asus ROG Tira LED ARGB Magnética 60cm,207.72,Asus,Modding,No
Asus ROG Tira LED ARGB Magnética 30cm,143.13,Asus,Modding,No
Asus ROG Aura Terminal Controlador RGB,388.31,Asus,Modding,No
BHCustoms Cable Comb Abierto 16 Slots 4mm Transparente,4.01,Bhcustoms,Modding,No
BitFenix Alchemy 3.0 Tira LED RGB Magnética 60cm,126.04,Bitfenix,Modding,No
BitFenix Alchemy 2.0 Tira LED RGB Magnética 60cm con Controlador,126.04,Bitfenix,Modding,No
BitFenix Alchemy 2.0 Pack 2 Tiras LED RGB Magnéticas 40cm,74.92,Bitfenix,Modding,No
BitFenix Alchemy 2.0 Tira LED RGB Magnética 30cm con Controlador,93.11,Bitfenix,Modding,No
Bluelounge Soba Cubrecables 3m Negro,211.33,Bluelounge,Modding,No
Bluelounge Kosta Soporte para Cargador Apple Watch,52.41,Bluelounge,Modding,No
Bluelounge Cabledrop Pack 6 Organizador de Cables Colores Neutros,48.4,Bluelounge,Modding,No
Bluelounge Cableyoyo Organizador de Cables Gris Oscuro,40.22,Bluelounge,Modding,No
Bluelounge Cabledrop Pack 6 Organizador de Cables Negro,48.4,Bluelounge,Modding,No
Bluelounge Cableyoyo Organizador de Cables Verde,40.22,Bluelounge,Modding,No
Bluelounge CableDrop Multi Pack 2 Organizadores de Cables Negros,48.4,Bluelounge,Modding,No
Bluelounge Cabledrop Pack 6 Organizador de Cables Colores Vivos,48.4,Bluelounge,Modding,No
Bluelounge CableClip L Organizador de Cables Pack 2 Unidades,48.4,Bluelounge,Modding,No
Bluelounge CableDrop Mini Pack 9 Organizadores de Cables Negros,48.4,Bluelounge,Modding,No
Bluelounge CableClip M Organizador de Cables Pack 4 Unidades,48.4,Bluelounge,Modding,No
Bluelounge CableClip S Organizador de Cables Pack 6 Unidades,48.4,Bluelounge,Modding,No
Bluelounge CableBox Caja Recogecables Ignífuga Negra,121.46,Bluelounge,Modding,No
Bluelounge CableDrop Mini Pack 9 Organizadores de Cables Blancos,48.4,Bluelounge,Modding,No
Bluelounge Soba Cubrecables 3m Blanco,80.8,Bluelounge,Modding,No
Bluelounge Pop Organizador de Cables para Auriculares,15.96,Bluelounge,Modding,No
Bluelounge Space Station Organizador de Cables Negro,121.26,Bluelounge,Modding,No
Bluelounge CableDrop Multi Pack 2 Organizadores de Cables Blancos,48.4,Bluelounge,Modding,No
Bluelounge CableDrop Multi Pack 2 Organizadores de Cables Colores Vivos,48.4,Bluelounge,Modding,No
Bluelounge CableBox Mini Caja Recogecables Ignífuga Negra,109.11,Bluelounge,Modding,No
Bluelounge Cabledrop Pack 6 Organizador de Cables Blanco,48.4,Bluelounge,Modding,No
Bluelounge CableBox Caja Recogecables Ignífuga Blanca,121.46,Bluelounge,Modding,No
CoolBox Cabledrop Clips para Cables 6 Unidades,14.09,Coolbox,Modding,No
Cooler Master Small Controller RGB LED,53.7,Cooler Master,Modding,No
Corsair CL-8930002 Kit de Expansión RGB LED Lightning PRO,133.57,Corsair,Modding,No
Corsair Lightning Node Pro Tiras Led RGB,214.61,Corsair,Modding,No
Deepcool RGB 200 Pro Tiras LED ARGB 55cm,72.45,Deepcool,Modding,No
Duronic Pack 24 Tiras de Velcro 15cm para Organizar Cables Negras,60.71,Duronic,Modding,No
Equip Spine Cable Organizador de Cables Blanco,159.33,Equip,Modding,No
Goobay Marcador para Cables 4mm Amarillo Pack 90 Unidades,30.21,Goobay,Modding,No
Goobay Marcador para Cables 6mm Amarillo Pack 90 Unidades,41.8,Goobay,Modding,No
Goobay Marcador para Cables 2.5mm Amarillo Pack 90 Unidades,30.21,Goobay,Modding,No
Goobay Base Adhesiva para Bridas de 20x20 mm Blanca Pack 100 Unidades,28.8,Goobay,Modding,No
Goobay Marcador Numérico para Cables 2.5mm Multicolor Pack 100 Unidades,31.79,Goobay,Modding,No
Goobay Marcador Numérico para Cables 4mm Multicolor Pack 100 Unidades,31.79,Goobay,Modding,No
Goobay Marcador Numérico para Cables 6mm Multicolor Pack 100 Unidades,20.41,Goobay,Modding,No
Lian-Li O11DXL-1 Soporte Tarjeta Gráfica Vertical con Riser PCIe para PC-O11 Dynamic XL,243.28,Lian-Li,Modding,No
Lian-Li O11D-1 Soporte Tarjeta Gráfica Vertical con Riser PCIe para O11 Dynamic,281.96,Lian-Li,Modding,No
Nite Ize Gear Tie 18 Pack 2 Bridas Reutilizables 457mm Negro,32.16,Nite Ize,Modding,No
Nite Ize Curvyman Organizador de Cables para Auriculares,14.13,Nite Ize,Modding,No
Nite Ize Gear Tie 6 Pack 2 Bridas Reutilizables 152mm Negro,24.1,Nite Ize,Modding,No
Nite Ize Gear Tie 24 Pack 2 Bridas Reutilizables 609mm Negro,34.38,Nite Ize,Modding,No
Nite Ize Gear Tie 3 Pack 4 Bridas Reutilizables 76mm Negro,24.1,Nite Ize,Modding,No
Nite Ize Gear Tie Cordable Twist 6 Pack 2 Bridas Reutilizables 152mm Amarillo,24.1,Nite Ize,Modding,No
Nite Ize Gear Tie 12 Pack 2 Bridas Reutilizables 304mm Negro,30.38,Nite Ize,Modding,No
Nite Ize Gear Tie 32 Pack 2 Bridas Reutilizables 813mm Negro,40.22,Nite Ize,Modding,No
Nite Ize Gear Tie Cordable Twist 3 Pack 4 Bridas Reutilizables 76mm,24.1,Nite Ize,Modding,No
Nite Ize Gear Tie 3 Pack 4 Bridas Reutilizables 76mm,28.11,Nite Ize,Modding,No
Nite Ize Gear Tie Mountables 4 Pack 2 Bridas/Ganchos 127mm Negro,24.1,Nite Ize,Modding,No
Nite Ize Gear Tie 12 Pack 2 Bridas Reutilizables 304mm Naranja,30.38,Nite Ize,Modding,No
Nite Ize Gear Tie 18 Pack 2 Bridas Reutilizables 457mm Naranja,32.16,Nite Ize,Modding,No
Nite Ize Gear Tie 20 Brida/Cable Reutilizable 6m Verde,64.56,Nite Ize,Modding,No
Nite Ize Gear Tie 32 Pack 2 Bridas Reutilizables 813mm Naranja,40.22,Nite Ize,Modding,No
Nite Ize Gear Tie Clippable Twist Brida Reutilizable 609mm Naranja,32.16,Nite Ize,Modding,No
Nite Ize Gear Tie Mountables 2 Pack 2 Bridas/Ganchos 50mm Negro/Blanco,20.01,Nite Ize,Modding,No
Nite Ize Gear Tie 6 Pack 2 Bridas Reutilizables 152mm Naranja,24.1,Nite Ize,Modding,No
Nite Ize Gear Tie Pack 8 Bridas Reutilizables Variadas,72.66,Nite Ize,Modding,No
Nite Ize Gear Tie Clippable Twist Pack 2 Bridas Reutilizables 76mm Rosa,20.01,Nite Ize,Modding,No
Nite Ize Gear Tie Cordable Twist 6 Pack 2 Bridas Reutilizables 152mm Negro,24.1,Nite Ize,Modding,No
NOX Hummer Stripe ARGB Tira LED,79.99,Nox,Modding,No
NZXT Hue 2 Cable Comb,120.89,Nzxt,Modding,No
NZXT AH-2S825-D1 Pack 2 Tiras LED ARGB 25cm,72.86,Nzxt,Modding,No
NZXT AH-2SA30-D1 Pack 2 Tiras LED ARGB 30cm,60.71,Nzxt,Modding,No
"NZXT HUE 2 Ambient V2 26""- 32"" Iluminación Ambiental",423.87,Nzxt,Modding,No
Organizador de Cables Sobremesa 10 Unidades,29.36,Oem,Modding,No
Organizador de Cables 4 Unidades,12.11,Oem,Modding,No
Organizador Cables x5,16.12,Oem,Modding,No
"Hub Frontal USB 3.0 3.5""",65.81,Oem,Modding,No
Organizador de Cables 6 Unidades,13.12,Oem,Modding,No
Phanteks Led Strips LED RGB Starter Combo Set,96.03,Phanteks,Modding,No
Phanteks Led Strips LED RGB 2m,128.3,Phanteks,Modding,No
Quick Media Organizador de Cables Dúo,28.31,Quick Media,Modding,No
Quick Media Cable Clips Single,24.26,Quick Media,Modding,No
Sharkoon Shark Blades Tira LED RGB 60cm,68.24,Sharkoon,Modding,No
SilverStone Frontal Multifuncion FP32B,57.71,Silverstone,Modding,No
SilverStone Frontal Multifuncion FP32B Reacondicionado,30.78,Silverstone,Modding,No
SilverStone SST-LS01W Tira LED Brillante Color Blanco,53.66,Silverstone,Modding,No
SilverStone SST-LS01R Tira LED Brillante Color Rojo,53.66,Silverstone,Modding,No
Silverstone CA02 Caja de Tornillos para Modding,53.66,Silverstone,Modding,No
SilverStone Filtro Magnetico 120x120mm,42.81,Silverstone,Modding,No
Silverstone SF02 Espuma Reducción de Ruido,68.65,Silverstone,Modding,No
Silverstone LS02 Cinta LED RGB,75.94,Silverstone,Modding,No
Thermaltake S100 DDR4 Memory Lighting Kit Reacondicionado,93.96,Thermaltake,Modding,No
Thermaltake S100 DDR4 Memory Lighting Kit,176.13,Thermaltake,Modding,No
Thermaltake Pacific R1 Plus DDR4 Memory Lighting Kit,182.21,Thermaltake,Modding,No
Thermaltake Lumi Plus Pack de 3 Tiras LED RGB Reacondicionado,140.53,Thermaltake,Modding,No
Thermaltake Lumi Plus Pack de 3 Tiras LED RGB,222.67,Thermaltake,Modding,No
Thermaltake Commander F6 RGB LCD Multi Fan Controller,202.46,Thermaltake,Modding,No
Thermaltake Commander FT,141.67,Thermaltake,Modding,No
1Life cr:complete USB 3 Lector de Tarjetas + HUB USB 3.0,60.3,1life,Multilectores,No
1Life cr:citizen Lector de DNIe/Cartão de Cidadão USB,40.05,1life,Multilectores,No
"3Go CR37 Lector de Tarjetas Interno 3.5"" USB 2.0",45.52,3go,Multilectores,No
Apple Lector de Tarjetas USB-C,210.15,Apple,Multilectores,No
Cherry ST-1144 SmartTerminal Lector de Tarjetas Chip USB,159.53,Cherry,Multilectores,No
Conceptronic Multilector de Tarjetas USB Negro,29.36,Conceptronic,Multilectores,No
Conceptronic Multilector de Tarjetas USB Plata,56.05,Conceptronic,Multilectores,No
Conceptronic Multilector de Tarjetas USB Blanco,56.66,Conceptronic,Multilectores,No
Conceptronic Lector de DNIe 3.0 y eID,38.48,Conceptronic,Multilectores,No
CoolBox CR650-BT Lector de Tarjetas Interno USB 2.0,69.86,Coolbox,Multilectores,No
CoolBox CRE-050 Lector de Tarjetas USB 2.0 Negro,33.09,Coolbox,Multilectores,No
CoolBox COO-CR606 Lector de Tarjetas Interno USB 2.0,34.38,Coolbox,Multilectores,No
Ewent EW1052 Lector de Tarjetas Inteligentes USB,26.08,Ewent,Multilectores,No
Kingston FCR-HS4 USB 3.0 High-Speed Media Reader,80.8,Kingston,Multilectores,No
Lexar Professional Lector de Tarjetas Dual USB 3.0,146.57,Lexar,Multilectores,No
Lexar LRW025URBEU Lector de Tarjetas USB 3.0,127.82,Lexar,Multilectores,No
Natec ANT 3 Lector de Tarjetas USB 2.0 Negro,12.11,Natec,Multilectores,No
Natec Scarab Lector de Tarjetas USB 3.0 Negro,24.26,Natec,Multilectores,No
NGS Multireader Pro Lector de Tarjetas MicroSD con USB,32.4,Ngs,Multilectores,No
NGS Ally Reader Lector de Tarjetas Tipo C 5 en 1,64.52,Ngs,Multilectores,No
SanDisk SD UHS-I Lector de Tarjetas USB 3.0,75.21,Sandisk,Multilectores,No
SanDisk Extreme Pro SD UHS-II Lector de Tarjetas USB 3.0,129.36,Sandisk,Multilectores,No
SanDisk MobileMate Lector de Tarjetas USB 3.0 Negro,128.14,Sandisk,Multilectores,No
SanDisk Extreme Pro SD UHS-II Lector de Tarjetas USB-C,126.2,Sandisk,Multilectores,No
Sandisk MobileMate Duo Lector de Tarjeta USB 2.0 + Adaptador SD,35.15,Sandisk,Multilectores,No
SanDisk Extreme Pro CFast 2.0 Lector de Tarjetas USB 3.0 Negro,265.8,Sandisk,Multilectores,No
Startech Lector de Tarjetas de Memoria Thunderbolt 3,849.97,Startech,Multilectores,No
Startech Lector de Tarjetas de Memoria USB 3.0,155.03,Startech,Multilectores,No
Startech Lector de Tarjetas de Memoria USB 3.0 USB-C Gris,141.75,Startech,Multilectores,No
Startech Lector Compacto de Tarjetas de Memoria USB 3.0 Negro,92.06,Startech,Multilectores,No
Startech Lector Multi Tarjetas de Memoria USB 3.0 Negro,113.4,Startech,Multilectores,No
Startech Lector de Tarjetas de Memoria USB-C Gris,469.8,Startech,Multilectores,No
Startech 35BAYCF2IDE Lector de Tarjetas Compact Flash a IDE para Bahía de 3.5 Pulgadas,132.96,Startech,Multilectores,No
Startech Lector/Grabador Tarjetas de Memoria Flash USB 3.0 CFast 2.0,206.14,Startech,Multilectores,No
Startech Lector de Tarjetas de Memoria USB 3.0/USB-C,86.22,Startech,Multilectores,No
Tacens Anima ACRM2 Lector de Tarjetas 52 en 1,44.71,Tacens,Multilectores,No
Tacens Anima ACRM1 Lector de Tarjetas 46 en 1,25.6,Tacens,Multilectores,No
Tacens Anima ACR1 Lector de Tarjetas,17.21,Tacens,Multilectores,No
TooQ TQR-210W Lector de Tarjeta Externo DNIE Blanco,40.46,Tooq,Multilectores,No
"TooQ TQR-202B Lector de Tarjetas Interno 3.5"" + USB 2.0 + DNIe + SIM Negro",39.93,Tooq,Multilectores,No
Tooq TQR-210B Lector de DNI-e USB,36.41,Tooq,Multilectores,No
Trust Lector de DNI-e USB,75.73,Trust,Multilectores,No
Trust Nanga Lector de Tarjetas USB 3.1,62.09,Trust,Multilectores,No
Trust Robson Lector de Tarjetas,39.49,Trust,Multilectores,No
Trust Nanga Lector de Tarjetas USB 2.0,37.14,Trust,Multilectores,No
Unotec Lector de Tarjetas para iPhone/iPad,89.1,Unotec,Multilectores,No
Unotec Mini Lector USB de Tarjetas MicroSD,9.11,Unotec,Multilectores,No
Unotec Lector de Tarjetas MicroSD con USB/MicroUSB/USB-C,32.2,Unotec,Multilectores,No
Unotec Lector USB de tarjetas SD/MicroSD,17.21,Unotec,Multilectores,No
"Unykach CR201 Lector de Tarjetas Interno 3.5"" USB 2.0",15.55,Unykach,Multilectores,No
Woxter Lector de DNIe Combo Negro,82.78,Woxter,Multilectores,No
Woxter Lector DNI-e USB Rojo,50.63,Woxter,Multilectores,No
Woxter Lector DNI-e USB Blanco,48.56,Woxter,Multilectores,No
Woxter Lector DNI-e USB Azul,55.69,Woxter,Multilectores,No
Woxter Lector de DNIe Combo Blanco,63.79,Woxter,Multilectores,No
Woxter Lector de DNIe Combo Rojo,63.79,Woxter,Multilectores,No
Woxter Lector Combo DNI-e USB + Smart Cards Azul,64.72,Woxter,Multilectores,No
Woxter Lector DNI-e USB Negro,55.69,Woxter,Multilectores,No
Aerocool Cog Pasta Térmica 2g,37.18,Aerocool,Pasta térmica,No
Aerocool Cog Pasta Térmica 4g,44.91,Aerocool,Pasta térmica,No
Aerocool BARAF-S 3.5G Pasta Térmica,32.6,Aerocool,Pasta térmica,No
Alphacool Ice Frost Xtreme Liquid Metall Pasta Térmica 1g,47.51,Alphacool,Pasta térmica,No
Arctic Almohadilla Térmica 50x50mm,56.66,Arctic,Pasta térmica,No
Arctic MX-2 2019 Pasta Térmica 30Gr,99.71,Arctic,Pasta térmica,No
Arctic MX-2 2019 Pasta Térmica 8Gr,55.36,Arctic,Pasta térmica,No
Arctic MX-4,72.66,Arctic,Pasta térmica,No
Arctic MX-2 2019 Pasta Térmica 65Gr,152.4,Arctic,Pasta térmica,No
Arctic MX-4 2019 Pasta Térmica 2Gr,20.21,Arctic,Pasta térmica,No
Arctic MX-4 2019 Pasta Térmica 4 Gramos,32.36,Arctic,Pasta térmica,No
Arctic MX-4 2019 Pasta Térmica 20gr,109.71,Arctic,Pasta térmica,No
Arctic MX-4 2019 Pasta Térmica 8Gr,55.89,Arctic,Pasta térmica,No
Arctic Silver 5 3.5gr,53.95,Arctic Silver,Pasta térmica,No
Be Quiet! DC1 Pasta Térmica,55.4,Be Quiet,Pasta térmica,No
CoolBox H80 Pasta Térmica 6gr,31.59,Coolbox,Pasta térmica,No
CoolBox X80 Pasta Térmica 2gr,26.53,Coolbox,Pasta térmica,No
CoolBox Thermal Pad Almohadilla Térmica,22.27,Coolbox,Pasta térmica,No
CoolBox H70 Pasta Térmica 2gr,8.91,Coolbox,Pasta térmica,No
CoolBox H70 Pasta Térmica 30gr,36.49,Coolbox,Pasta térmica,No
CoolBox H80 Pasta Térmica 4gr,25.92,Coolbox,Pasta térmica,No
Cooler Master IC Essential E2,12.11,Cooler Master,Pasta térmica,No
Cooler Master Mastergel Pro Pasta Térmica,42.36,Cooler Master,Pasta térmica,No
Cooler Master Mastergel Maker Pasta Térmica,60.95,Cooler Master,Pasta térmica,No
Corsair XTM50 Pasta Térmica,48.2,Corsair,Pasta térmica,No
Corsair TM30 Pasta Térmica,39.85,Corsair,Pasta térmica,No
Cryorig CP15 Pasta Térmica 4g,47.99,Cryorig,Pasta térmica,No
Cryorig CP5 Pasta Térmica 4g,73.39,Cryorig,Pasta térmica,No
EKWB EK-TIM Ectotherm Pasta Térmica 5gr,33.41,Ekwb,Pasta térmica,No
EVGA Frostbite 2 Pasta Térmica 2.5g,57.02,Evga,Pasta térmica,No
Mars Gaming MT0 Pasta Térmica,5.06,Mars Gaming,Pasta térmica,No
Natec Husky Pasta Térmica 4 gr,6.44,Natec,Pasta térmica,No
Nfortec V382 Pasta Térmica,32.2,Nfortec,Pasta térmica,No
Noctua NT-H1 Pasta Térmica,33.37,Noctua,Pasta térmica,No
NOX TG-1 Pasta Térmica 3.96Gr,20.21,Nox,Pasta térmica,No
Nox TG10 Pasta Térmica de Alta Calidad,40.46,Nox,Pasta térmica,No
Nox Hummer Thermal T1 Pasta Térmica de Alta Eficiencia 4g,28.27,Nox,Pasta térmica,No
Nox Hummer Thermal T880 Pasta Térmica de Alta Eficiencia 23g,52.57,Nox,Pasta térmica,No
Phasak Pasta Térmica Gris Bote 50 gr,15.55,Phasak,Pasta térmica,No
Phasak DTA 035 Pasta Térmica 5gr,120.37,Phasak,Pasta térmica,No
Phasak DTA 005 Pasta Térmica 0.5gr Blanca,2.71,Phasak,Pasta térmica,No
Phasak DTA 038 Pasta Térmica 8gr,35.32,Phasak,Pasta térmica,No
Phasak DTA 018 Pasta Térmica 0.5gr Plateada,5.26,Phasak,Pasta térmica,No
Startech Heatgrease Pasta Térmica 20gr,43.01,Startech,Pasta térmica,No
Startech Pasta Térmica 1.5g,14.54,Startech,Pasta térmica,No
Tacens Mars Gaming MT1 Pasta Térmica,20.21,Tacens,Pasta térmica,No
Thermal Grizzly Kryonaut Pasta Térmica 1.5ml,98.54,Thermal Grizzly,Pasta térmica,No
Thermal Grizzly Kryonaut Pasta Térmica 1gr,48.68,Thermal Grizzly,Pasta térmica,No
Thermal Grizzly Hydronaut Pasta Térmica 1.5ml,52.45,Thermal Grizzly,Pasta térmica,No
Asrock Z390 Phantom Gaming SLI,671.17,Asrock,Placas Base,No
Asrock A320M-HDV R4.0,219.27,Asrock,Placas Base,No
Asrock Z490 Phantom Gaming ITX/TB3,1198.44,Asrock,Placas Base,No
Asrock B550M-HDV Reacondicionado,340.4,Asrock,Placas Base,No
Asrock AB350M Pro4-F,393.94,Asrock,Placas Base,No
Asrock B460M-HDV,391.68,Asrock,Placas Base,No
Asrock Fatal1ty AB350 Gaming-ITX/ac,929.72,Asrock,Placas Base,No
Asrock Z490 Pro4,655.7,Asrock,Placas Base,No
Asrock A520M-ITX/AC,445.95,Asrock,Placas Base,No
Asrock Z490 AQUA,3847.09,Asrock,Placas Base,No
Asrock Z390M Pro4,707.17,Asrock,Placas Base,No
Asrock H310CM-DVS,261.31,Asrock,Placas Base,No
Asrock A520M-HDV,299.09,Asrock,Placas Base,No
Asrock A520M-HVS,289.17,Asrock,Placas Base,No
Asrock H310CM-HDV/M.2,297.31,Asrock,Placas Base,No
Asrock H470M Pro4,511.07,Asrock,Placas Base,No
AsRock X570 Phantom Gaming-ITX/TB3,991.85,Asrock,Placas Base,No
AsRock X570 Steel Legend,890.64,Asrock,Placas Base,No
Asrock X399 Phantom Gaming 6,1148.22,Asrock,Placas Base,No
Asrock J4105B-ITX,389.41,Asrock,Placas Base,No
Asrock Z490 Phantom Gaming 4/ac,689.96,Asrock,Placas Base,No
Asrock B450 Steel Legend Reacondicionado,371.18,Asrock,Placas Base,No
Asrock B365M Phantom Gaming 4,442.83,Asrock,Placas Base,No
AsRock X570 Taichi,1398.1,Asrock,Placas Base,No
Asrock Z490 Taichi,1538.59,Asrock,Placas Base,No
Asrock B550 PG Velocita,923.0,Asrock,Placas Base,No
AsRock FATAL1TY B450 GAMING K4,344.21,Asrock,Placas Base,No
Asrock B450M Steel Legend,360.45,Asrock,Placas Base,No
Asrock B550 Extreme4,781.25,Asrock,Placas Base,No
Asrock H470 Steel Legend,631.39,Asrock,Placas Base,No
Asrock B365M Pro4,388.48,Asrock,Placas Base,No
Asrock B460 Pro4,485.43,Asrock,Placas Base,No
Asrock B550 Phantom Gaming 4/ac,598.47,Asrock,Placas Base,No
Asrock Z490 Steel Legend,765.09,Asrock,Placas Base,No
Asrock J3455B-ITX,356.52,Asrock,Placas Base,No
Asrock H110 Pro BTC+,527.27,Asrock,Placas Base,No
Asrock B550M Steel Legend,582.84,Asrock,Placas Base,No
Asrock X399 Taichi,1437.18,Asrock,Placas Base,No
Asrock X470 Taichi Ultimate,1267.08,Asrock,Placas Base,No
Asrock B550M Pro4,445.1,Asrock,Placas Base,No
Asrock Fatal1ty X370 Gaming X,948.96,Asrock,Placas Base,No
Asrock B450 Steel Legend,392.81,Asrock,Placas Base,No
Asrock Z490M ITX/AC,647.6,Asrock,Placas Base,No
Asrock Z490M Pro4,611.14,Asrock,Placas Base,No
Asrock Fatal1ty X399 Professional Gaming,1865.88,Asrock,Placas Base,No
Asrock B365 Pro4,411.32,Asrock,Placas Base,No
AsRock X570M Pro4,808.58,Asrock,Placas Base,No
Asrock B550 Taichi,1255.14,Asrock,Placas Base,No
Asrock B550M Pro4 Reacondicionado,423.22,Asrock,Placas Base,No
Asrock J3455M,334.57,Asrock,Placas Base,No
Asrock H470 Phantom Gaming 4,473.12,Asrock,Placas Base,No
Asrock B550M-HDV,364.46,Asrock,Placas Base,No
Asrock AB350M Pro4,338.7,Asrock,Placas Base,No
Asrock J4105-ITX,364.46,Asrock,Placas Base,No
Asrock Fatal1ty B360 Gaming K4,500.42,Asrock,Placas Base,No
Asrock H410M-ITX/ac,435.13,Asrock,Placas Base,No
Asrock J4005M,335.66,Asrock,Placas Base,No
Asrock B550 Steel Legend,809.6,Asrock,Placas Base,No
Asrock B460M Pro4,460.32,Asrock,Placas Base,No
Asrock B450M-HDV R4.0,238.91,Asrock,Placas Base,No
Asrock B550 Phantom Gaming 4,497.75,Asrock,Placas Base,No
AsRock X570 Extreme4,1117.8,Asrock,Placas Base,No
AsRock X570 Pro4,712.39,Asrock,Placas Base,No
Asrock Z490 Phantom Gaming 4,599.0,Asrock,Placas Base,No
Asrock J3355B-ITX,313.96,Asrock,Placas Base,No
Asrock Z490 Extreme4,809.6,Asrock,Placas Base,No
AsRock X570 Phantom Gaming X,1639.97,Asrock,Placas Base,No
AsRock X570 Phantom Gaming 4,677.16,Asrock,Placas Base,No
AsRock B550 PRO4,586.85,Asrock,Placas Base,No
Asrock Z490 PG Velocita,1133.59,Asrock,Placas Base,No
Asrock B365 Phanton Gaming 4,496.45,Asrock,Placas Base,No
Asrock J4105M,354.54,Asrock,Placas Base,No
Asrock J4005B-ITX,311.81,Asrock,Placas Base,No
ASRock Fatal1ty B450 Gaming-ITX/AC,504.43,Asrock,Placas Base,No
Asus PRIME Z490M-PLUS,619.25,Asus,Placas Base,No
Asus PRIME H410M-K,251.06,Asus,Placas Base,No
Asus PRIME B550-PLUS,566.6,Asus,Placas Base,No
Asus Prime A520M-K,267.26,Asus,Placas Base,No
